"postTitle","postDescription","text","likesCount","facebookUrl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"اوبيمو ذقتو بصح كروس منعرفوش منريسكيش بلبنة نريسكي بلمعروف 😂😂😂 كيما يقولو المعروفة خير من تالفة 😌","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"ارواحلي طابي بصح نا نلعب ببرينو و نتا تلعب بشيكو بش اذا ربحت انا نا نربح شيكو و اذا ربحت نتا تربح برينو (في جميع الحالات رابح) 😉😉😉😉","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"قلتها و نعاودها و الله مكان أدمن كيما هاذ لاباج 😂😂😂😂😂🤣😂🤣و بيمو و تحلى الحياة","3","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"U impressed me as always 3ami bimo lmoukh😇 l’essentiel pour moi dima l’équipe Bimo galette ♥️","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"و تانغووو وين بيمو وتحلى حياة 😂😂😂😂🤣🤣🤣","2","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"هو يقولي الماكلة سيف و انا نقولو علاه تحلف 🤣","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"كي تكون الماكلة سيف فالدامة، لازم تخمم زوج مرات قبل ماتديسيدي كونطر شكون تلعب! بصح في حالتنا اليوم، اللّي جانا مرحبا بيه 😁، قولولنا لوكان انتوما شكون تخيروا؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo #Crox #OBimo",,"مانلعبش ههههههع","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aRzZLqjCjhn9grZttKKyaEN9D7xtZo2AjWryRvrcX8M2EiyDGofeiLmGMz1mVZiWl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"درت الأجوبة في الورقة بصح ماكاش كومنتس بالصورة 😢","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"حقيقة نحب نتشختشخ بالكاطو كاسكروت و نبنج بالدوبل ميكس سيرتو في فواياج طويل هههه و للمخيرة  كي نحب تحلية ناكل تونغو اه يا لوكان ترجعونا قاطو كاين ايجي فيه 12 حبة تاع شيكولاطة نسيت اسمو مي نورمالمو سامبا","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"تحلية بلبوتي بيمو بتشكليطة من اونمباسادوور واش نقوللك وتزيد شخشخ بلا ممنساوه فلغيبية","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"قاع 🥹🤭🥰","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"تشختشيخ صباح و عشية","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"ف this و ف that  منا و ملهيه 😉","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"Ambassadeur noir macao tea and bimo thats my top three","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"Best of pour mon bniwen 😋 Macao pour mon dessert a la fraise 🍓 et la crème chantilly, et ambassadeur noir pour mon fondant au chocolat 🍫 et quand y a rien deux  bimo nlesekhom b confiture et du thé 🍵🫖","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"تشختشخ بقهوة حليب و اوباسادور كحلة بيضة ما يهمش","1","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بزاف حاجات تختلفوا فيها، واليوم رانا جبنالكم اللّيسة وكل واحد يقولنا كيفاش يحب يبنّج منتوجو المفضل🤗 صفرا، حمرا، سودا، بالحليب.... الخ المهم الهدرة فالتعليقات👇😁

 #بيمو #bimo #groupebimo #groupe_bimo #مجمع_بيمو #bimoalgerie #ThisOrThat",,"✅ تغمس …… ✅ تشخشخ 
❌ تخبي شيكولا فالفريجيدار ………✅برا الفريجيدار
✅ بيمو بقهوة حليب …..❌ بلاتاي
❌ تويست حمرا …..❌ صفرا 
❌ امباسادور كحلة …….. ✅ بالحليب
✅تحلية بالماكاو ….. ..❌بالبوتي بيمو
✅ تشخشخ صباح ….✅ لعشية 
❌ باست اوف 36 …..❌اوف كوبيك","2","https://www.facebook.com/BimoAlgerie/posts/pfbid0aDDTZ8Ra7qVSU7t3ETDLcQLUxjXCXUawp8vkYBEPQJZtY9ZqfMuDYPxgTXrjKd6Yl"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"تلاقهم مشنفنين و مراطيتهم شوكولا ما نعرف علاش","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"omg , i want it so baaad 
leet,s go 🚗","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"ولادي ياكلو الشوكولا و يخلولي القاطو نتشخشخو 🤭🤭","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"رجعوهم يضحكو بطلت منشريهش علاجل تشناف واحد يصبح طافي ويزيد يصبح على واحد مشنف اموا يضحك باه يطلع مورال","2","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"طاقيتكم فبوسط تاع كوول بش ندير شوية نميمة علاه مريبونديتوش ( ادمن نعرفك تحب الخرجات)","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"Groupe Bimo Algérie 
بصح الأكثرية نلقاهم مشنفين
Haithem Banna ولا وش قالوا؟","2","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"❤️","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"Groupe Bimo Algérie الافضل بالنسبة ليا وخاصة ذوق شكولاطة","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"كنت ناكل غير الشيكولا ونخلي الڤاطو 🙂✨","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"بنّة التشختشيخ باابيزوس وحّدها، بصح باش تفتحو وتسبق فالشوكولا تاني طريقة مجرّبة ومضمونة، شكون دارها فالصغر ومازالو يديرها حتى لليوم 😁؟

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"هل هناك اختلاف في الادواق فيما يخص بسكويت بيمو الأسطوري الأخضر والأزرق والأحمر ام هي مجرد ألوان 
تحياتي","0","https://www.facebook.com/BimoAlgerie/posts/pfbid02Ntkc3fp8FjXPhsUHHa2VBhWZmqiHzkPnfS3NRppoZG9Rb2ny72vSxXw8EzhKYixil"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"مبروووك","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"Félicitations","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"مبروك عليهم","2","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"مبروك","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"مكان زهر معاكم الله غالب","2","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
"وصلنا لنهاية مسابقة بيمو الصيفيّة 🏖، شكرا لكل اللّي شاركوا معانا ومبروك على كل الفائزين ومعاهم فائزيّ الأسبوع الرابع:
1- fideledoc مظلّة
2- lea.lili27  علبة التبريد 
3- salihadjinane كيس حافظ للحرارة ومضرب تنس 

الى الملتقى في مسابقات أخرى ان شاء الله 🤗.

 #bimo #بيمو #bimoalgerie #مجمع_بيمو #groupe_bimo #groupebimo",,"Mabroook","1","https://www.facebook.com/BimoAlgerie/posts/pfbid02pb9GciKZZHMc2ArY4mTpfWG2HNprtEjJe8Nha7zxQJcyA2uAAAT4CggKKc5bKsLXl"
